,link,builtup_area,carpet_area,rooms,furnish,address,bathrooms,balcony,facing,gas_pipline,gated_community,swimming_pool,gym,intercom,power_backup,garden,sports,more_amenities,current_floor,total_floor,lease_type,property_age,covered_parking,open_parking,school,university,bus_stop,railway,mall,metro_station,hospital,restaurant,rent
0,https://housing.com/rent/18675908-550-sqft-1-bhk-apartment-on-rent-in-goregaon-west-mumbai,550,400,1,Semi Furnished,"34 Park Estate, Prem Nagar, Goregaon West, Mumbai",2,0,West,0,1,1,1,1,1,1,1,30,25,34,Family,1,1,0,0,1,0,1,0,1,1,0,41000
1,https://housing.com/rent/18690946-954-sqft-2-bhk-apartment-on-rent-in-wadala-east-mumbai,954,710,2,Unfurnished,"Ajmera Bhakti Park, Bhakti Park, Wadala East, Mumbai",2,0,East,0,1,1,1,1,1,1,1,48,12,18,Family  Bachelor  Company,22,1,0,1,1,0,0,0,0,1,1,70000
2,https://housing.com/rent/16465091-550-sqft-1-bhk-apartment-on-rent-in-andheri-west-mumbai-v2,550,450,1,Fully Furnished,"VERSOVA VIEW, Four Bungalows, Andheri West, Mumbai",2,0,West,0,0,0,0,0,0,0,0,0,1,4,Family  Bachelor  Company,18,0,0,0,1,0,0,0,1,1,0,50000
3,https://housing.com/rent/18701032-1500-sqft-3-bhk-apartment-on-rent-in-khar-west-mumbai,1500,1200,3,Semi Furnished,"Khar West, Mumbai",3,0,West,0,0,0,0,1,1,0,0,0,5,7,Family,20,1,0,1,1,0,0,0,0,1,1,240000
4,https://housing.com/rent/17696373-2800-sqft-3-bhk-apartment-on-rent-in-wadala-mumbai,2800,1950,3,Semi Furnished,"Bombay Island City Center, Spring Mill Complex, Wadala, Mumbai",3,0,,1,1,1,1,1,1,1,1,58,6,56,Bachelor  Company,6,1,1,1,1,0,0,0,0,1,1,350000
5,https://housing.com/rent/18176363-2275-sqft-4-bhk-apartment-on-rent-in-powai-mumbai,2275,1782,4,Semi Furnished,"L And T Emerald Isle, Chandivali, Powai, Mumbai",4,2,East,0,1,1,1,1,1,1,1,43,10,24,Family,9,2,1,1,1,0,0,0,1,1,0,205000
6,https://housing.com/rent/18659741-1220-sqft-3-bhk-apartment-on-rent-in-chembur-mumbai,1220,1150,3,Fully Furnished,"Tulsi Medos, Chembur, Mumbai",3,3,East,1,1,1,1,1,1,1,1,6,10,15,Family  Bachelor  Company,4,1,1,1,1,1,1,0,0,1,1,130100
7,https://housing.com/rent/17920281-800-sqft-2-bhk-apartment-on-rent-in-malad-west-mumbai,800,751,2,Unfurnished,"Lotus Sky Garden, Lourdes Colony, Malad West, Mumbai",2,0,South-West,0,1,1,0,1,1,0,1,33,15,36,Family  Bachelor,1,1,1,0,1,0,0,0,1,1,0,60000
8,https://housing.com/rent/17549397-1326-sqft-3-bhk-apartment-on-rent-in-parel-mumbai,1326,1325,3,Semi Furnished,"Runwal Nirvana Part I, Parel, Mumbai",4,1,South-East,0,1,1,1,1,0,1,1,30,34,50,Family  Bachelor  Company,0,2,1,1,1,0,0,0,0,1,1,195000
9,https://housing.com/rent/18357427-600-sqft-1-bhk-apartment-on-rent-in-sion-mumbai,600,514,1,Semi Furnished,"Lodha New Cuffe Parade Lodha Altia, Sion, Mumbai",1,2,East,1,1,1,1,1,1,1,1,24,18,43,Family  Bachelor  Company,4,1,0,1,1,0,0,0,0,1,1,75000
10,https://housing.com/rent/17298192-1212-sqft-2.5-bhk-apartment-on-rent-in-chembur-mumbai,1212,902,2.5,Semi Furnished,"Godrej Central, Sahakar Nagar, Chembur, Mumbai",2,1,East,1,1,1,1,1,1,1,1,33,6,14,Family  Bachelor  Company,4,1,0,1,1,0,0,0,0,1,1,85000
11,https://housing.com/rent/18675469-550-sqft-1-bhk-apartment-on-rent-in-pali-hill-mumbai,550,475,1,Semi Furnished,"Springfield, Pali Hill, Mumbai",2,0,East,0,0,0,0,0,1,0,0,0,2,10,Family  Bachelor  Company,20,0,1,1,1,0,0,0,0,1,1,105000
12,https://housing.com/rent/18683823-550-sqft-1-bhk-apartment-on-rent-in-bhandup-west-mumbai,550,402,1,Semi Furnished,"Rustomjee Bella Wing C And D, Jaydev Singh Nagar, Bhandup West, Mumbai",1,1,West,0,1,0,1,1,1,1,1,43,15,22,Family,1,1,0,1,1,0,0,0,0,1,1,35000
13,https://housing.com/rent/18702540-680-sqft-2-bhk-apartment-on-rent-in-bhandup-west-mumbai,680,535,2,Semi Furnished,"Shraddha Evoque, Sonapur, Bhandup West, Mumbai",2,3,,0,0,1,0,0,0,0,0,17,15,40,Family  Bachelor,1,1,1,1,1,1,0,0,0,1,1,33000
14,https://housing.com/rent/18672726-450-sqft-1-bhk-apartment-on-rent-in-kanjurmarg-west-mumbai,450,446,1,Semi Furnished,"Sheth Avante, Kanjurmarg West, Mumbai",2,0,East,0,1,1,1,1,1,1,1,41,10,25,Family  Bachelor  Company,1,1,0,1,1,0,1,0,1,1,0,38500
15,https://housing.com/rent/18509118-650-sqft-2-bhk-apartment-on-rent-in-malad-east-mumbai,650,569,2,Fully Furnished,"Sethia Imperial Avenue, Padmaba Nagar, Malad East, Mumbai",2,0,East,1,1,1,1,1,1,1,0,26,33,40,Family  Bachelor,1,0,0,1,1,0,0,0,1,1,0,60000
16,https://housing.com/rent/17717022-650-sqft-1-bhk-apartment-on-rent-in-powai-mumbai,650,550,1,Fully Furnished,"Hiranandani Regent Hill A B C D And E Wing, Hiranandani Gardens, Powai, Mumbai",1,0,West,1,1,1,1,1,1,1,1,22,15,23,Family  Bachelor,5,1,1,1,1,0,0,0,1,1,0,68000
17,https://housing.com/rent/18714705-890-sqft-2-bhk-apartment-on-rent-in-goregaon-west-mumbai,890,629,2,Semi Furnished,"Neminath Nemi Bhavan, Motilal Nagar III, Goregaon West, Mumbai",2,0,East,1,1,0,1,1,1,0,0,15,28,29,Family  Bachelor  Company,1,1,0,0,1,0,0,0,1,1,0,65000
18,https://housing.com/rent/18638817-2500-sqft-3.5-bhk-apartment-on-rent-in-worli-mumbai,2500,2057,3.5,Semi Furnished,"Lokhandwala Minerva, Adarsh Nagar, Worli, Mumbai",3,1,North-East,1,1,1,1,1,1,1,1,32,37,50,Family  Company,2,2,0,1,1,0,0,0,0,1,1,330000
19,https://housing.com/rent/18723371-1150-sqft-2-bhk-apartment-on-rent-in-powai-mumbai,1150,800,2,Semi Furnished,"Panchkutir Ganesh Nagar, Powai, Mumbai",2,0,West,0,1,1,1,1,1,1,1,6,2,10,Family  Bachelor  Company,15,0,1,1,1,0,0,0,1,1,0,60000
20,https://housing.com/rent/18469890-850-sqft-3-bhk-apartment-on-rent-in-kandivali-east-mumbai,850,755,3,Unfurnished,"Godrej Nest, Kandivali East, Mumbai",3,0,East,0,1,1,1,1,1,1,1,28,10,40,Family  Bachelor  Company,1,1,0,1,1,0,0,0,1,1,0,68000
21,https://housing.com/rent/17578862-600-sqft-1-bhk-apartment-on-rent-in-kurla-west-mumbai,600,447,1,Semi Furnished,"Sayba sapphire kurla west, Satejeevan Society, Kurla West, Mumbai",2,0,East,0,1,1,1,1,0,1,1,2,9,18,Family  Bachelor  Company,0,0,0,1,1,0,0,0,0,1,1,49999
22,https://housing.com/rent/18628679-694-sqft-1-bhk-apartment-on-rent-in-malad-east-mumbai,694,451,1,Semi Furnished,"Raheja Residency, Sankalp Colony, Malad East, Mumbai",2,2,East,1,1,1,1,1,1,1,1,26,9,10,Family  Bachelor  Company,10,1,0,1,1,0,0,0,1,1,0,47300
23,https://housing.com/rent/18608886-900-sqft-3-bhk-apartment-on-rent-in-malad-west-mumbai,900,818,3,Semi Furnished,"Gurukrupa Marina Enclave Wings Q And R With Kindergarten Phase IV, Jankalyan Nagar, Malad West, Mumbai",3,0,South-East,0,1,1,1,1,1,1,1,64,11,35,Family,1,2,0,0,1,0,0,0,1,1,0,72000
24,https://housing.com/rent/18425115-940-sqft-2-bhk-apartment-on-rent-in-virar-west-mumbai,940,650,2,Semi Furnished,"Solaris virar west, Agashi, Virar West, Mumbai",1,3,East,1,1,0,0,1,1,1,0,2,8,15,Family  Bachelor  Company,4,1,1,1,1,0,0,0,0,1,1,10000
25,https://housing.com/rent/18686675-750-sqft-2-bhk-apartment-on-rent-in-vikhroli-east-mumbai,750,670,2,Semi Furnished,"Swastik Tulip, Kannamwar Nagar II, Vikhroli East, Mumbai",2,0,,1,0,0,1,1,1,1,1,12,15,22,Family,0,1,1,1,1,1,0,0,1,1,0,50000
26,https://housing.com/rent/18692405-500-sqft-1-bhk-apartment-on-rent-in-virar-west-mumbai,500,305,1,Semi Furnished,"JSB Sai Nakshatra Trrident, Virar West, Mumbai",1,1,South,0,0,0,0,0,1,1,0,12,2,22,Family,1,1,1,1,1,0,0,0,0,1,1,9500
27,https://housing.com/rent/18708796-985-sqft-2-bhk-apartment-on-rent-in-powai-mumbai,985,645,2,Semi Furnished,"L And T Emerald Isle, Chandivali, Powai, Mumbai",2,0,North-East,1,1,1,1,1,1,1,1,43,24,24,Family,6,1,0,1,1,0,0,0,1,1,0,78000
28,https://housing.com/rent/18684657-1350-sqft-2-bhk-apartment-on-rent-in-vikhroli-east-mumbai,1350,933,2,Semi Furnished,"Godrej Platinum, Hariyali, Vikhroli East, Mumbai",2,0,West,1,1,1,1,1,1,1,1,22,3,28,Family  Company,2,1,0,1,1,0,0,1,1,1,0,105000
29,https://housing.com/rent/16876124-718-sqft-2-bhk-apartment-on-rent-in-powai-mumbai-v2,718,700,2,Unfurnished,"Shiv Om Tower, Chandivali, Powai, Mumbai",2,0,North-East,0,0,1,0,0,0,0,0,8,5,6,Family  Bachelor,13,0,0,1,1,0,0,0,1,1,0,49000
30,https://housing.com/rent/18677238-1100-sqft-2-bhk-apartment-on-rent-in-chembur-mumbai,1100,834,2,Semi Furnished,"Zynergy, Lal Dongar, Chembur, Mumbai",2,0,South,0,1,0,1,1,1,1,1,19,10,20,Family  Bachelor  Company,0,1,1,1,1,1,0,0,0,1,1,85000
31,https://housing.com/rent/15810309-705-sqft-2-bhk-apartment-on-rent-in-dahisar-east-mumbai-v2,705,575,2,Fully Furnished,"Lodha Casa Essenza, Pandurang Wadi, Dahisar East, Mira Bhayandar",2,1,,1,1,1,1,1,1,1,1,25,3,16,Family,9,1,0,1,1,0,0,0,1,1,0,29000
32,https://housing.com/rent/18666168-1800-sqft-4-bhk-apartment-on-rent-in-bandra-east-mumbai,1800,1780,4,Semi Furnished,"Adani Ten BKC, Kala Nagar, Bandra East, Mumbai",4,0,West,1,1,1,1,1,1,1,1,37,25,29,Family  Bachelor  Company,1,3,0,1,1,0,0,0,0,1,1,290000
33,https://housing.com/rent/18190303-1250-sqft-2-bhk-apartment-on-rent-in-worli-mumbai,1250,1150,2,Fully Furnished,"Lokhandwala Residency, Upper Worli, Worli, Mumbai",2,2,East,1,1,1,1,1,1,1,1,16,12,28,Family  Bachelor  Company,13,2,2,1,1,0,0,0,0,1,1,130000
34,https://housing.com/rent/18650487-823-sqft-3-bhk-apartment-on-rent-in-powai-mumbai,823,785,3,Semi Furnished,"Hiranandani Highland A B C D And E Wing, MHADA Colony 20, Powai, Mumbai",3,1,North-East,1,1,1,1,1,1,1,1,15,14,23,Family  Bachelor  Company,84,2,0,1,1,0,0,0,1,1,0,110000
35,https://housing.com/rent/18644158-600-sqft-2-bhk-apartment-on-rent-in-chembur-mumbai,600,581,2,Unfurnished,"Veena Serene Residential, Sahakar Nagar, Chembur, Mumbai",2,0,,0,0,0,0,0,0,0,0,2,14,16,Family  Bachelor  Company,2,0,1,1,1,0,0,0,0,1,1,60000
36,https://housing.com/rent/18625171-750-sqft-2-bhk-apartment-on-rent-in-dadar-west-mumbai,750,730,2,Semi Furnished,"Sugee laxmi Niwas, Kasaravadi, Dadar West, Mumbai",2,0,North,1,0,0,0,1,0,0,0,0,16,21,Family,5,2,0,1,1,0,1,0,0,1,1,130000
37,https://housing.com/rent/16439026-960-sqft-3-bhk-apartment-on-rent-in-mulund-west-mumbai,960,959,3,Fully Furnished,"Nirmal City Of Joy, Ashok Nagar, Mulund West, Mumbai",3,0,East,1,1,1,1,1,1,1,1,12,11,27,Family,10,0,0,1,1,1,1,1,0,1,1,60000
38,https://housing.com/rent/18681644-1050-sqft-2-bhk-apartment-on-rent-in-mira-road-east-mumbai,1050,750,2,Semi Furnished,"Lodha Aqua, Pandurang Wadi, Mira Road East, Mira Bhayandar",2,2,North,1,1,1,1,1,1,1,1,57,14,19,Family  Company,11,1,1,1,1,0,1,0,1,1,0,36000
39,https://housing.com/rent/18698428-700-sqft-2-bhk-apartment-on-rent-in-ghatkopar-east-mumbai,700,585,2,Semi Furnished,"HS Samarpan, Pant Nagar, Ghatkopar East, Mumbai",2,0,,1,1,0,1,1,1,1,1,25,8,17,Family,1,0,0,0,1,0,0,0,1,1,0,50000
40,https://housing.com/rent/18675739-1200-sqft-2-bhk-apartment-on-rent-in-dadar-west-mumbai,1200,1040,2,Semi Furnished,"Chandrakant Dhuru Wadi, Dadar West, Mumbai",2,0,East,0,1,0,0,1,0,0,0,0,19,22,Family  Bachelor  Company,0,1,0,1,1,0,0,0,0,1,1,175000
41,https://housing.com/rent/18473803-876-sqft-2-bhk-apartment-on-rent-in-goregaon-west-mumbai,876,500,2,Semi Furnished,"goregon bangurnager w, Tilak Nagar, Goregaon West, Mumbai",2,1,,1,0,1,0,1,1,1,1,0,6,24,Family  Bachelor  Company,1,0,1,0,1,0,0,0,1,1,0,60000
42,https://housing.com/rent/18581701-1185-sqft-3-bhk-apartment-on-rent-in-kandivali-east-mumbai,1185,1014,3,Semi Furnished,"Simba Savana Phase 2, Thakur Village, Kandivali East, Mumbai",3,1,East,1,1,1,1,1,1,1,1,35,25,35,Family,1,2,0,1,1,0,0,0,1,1,0,130000
43,https://housing.com/rent/18676955-450-sqft-1-bhk-apartment-on-rent-in-borivali-east-mumbai,450,380,1,Semi Furnished,"shree borivali, Nensey Colony, Borivali East, Mumbai",1,0,West,1,1,0,0,1,0,0,0,0,5,7,Family,2,1,0,1,1,0,0,0,1,1,0,30000
44,https://housing.com/rent/18213922-450-sqft-1-bhk-apartment-on-rent-in-thane-west-thane,450,430,1,Fully Furnished,"Rosa Elite, Bhayandarpada, Thane West, Mumbai",1,1,North,1,1,1,1,1,1,1,1,22,6,7,Family,8,1,0,1,1,0,0,0,1,1,0,22000
45,https://housing.com/rent/18683252-1800-sqft-3-bhk-apartment-on-rent-in-santacruz-west-mumbai,1800,1240,3,Unfurnished,"Panorama, Vithaldas Nagar, Santacruz West, Mumbai",4,1,North,0,0,0,1,1,1,0,0,0,6,15,Family  Bachelor  Company,0,2,0,1,1,0,0,0,0,1,1,250000
46,https://housing.com/rent/18682147-600-sqft-1-bhk-apartment-on-rent-in-chembur-mumbai,600,515,1,Semi Furnished,"Krishna mahal chs, Pestom Sagar Colony, Asha Nagar, Mumbai",2,0,North-East,1,0,0,0,0,1,1,0,0,4,12,Family  Bachelor  Company,1,1,0,0,1,0,0,0,0,1,1,42000
47,https://housing.com/rent/18666302-500-sqft-1-bhk-apartment-on-rent-in-chembur-mumbai,500,485,1,Fully Furnished,"Samruddhi Nehru Nagar Amrapali CHSL, Yashwanth Nagar, Chembur, Mumbai",2,0,,1,1,0,0,0,0,0,0,8,5,7,Family  Bachelor  Company,7,1,1,1,1,1,0,0,0,1,1,34999
48,https://housing.com/rent/18679669-984-sqft-2-bhk-apartment-on-rent-in-santacruz-east-mumbai,984,815,2,Fully Furnished,"Rizvi East Street, Vakola, Santacruz East, Mumbai",2,3,East,1,1,0,0,1,1,0,0,0,5,10,Family  Bachelor,12,1,0,1,1,0,0,0,1,1,1,110000
49,https://housing.com/rent/18674180-1855-sqft-3-bhk-apartment-on-rent-in-andheri-west-mumbai,1855,1200,3,Fully Furnished,"Rustomjee Elita, Four Bungalows, Andheri West, Mumbai",3,4,East,1,1,1,1,1,1,1,1,24,2,22,Family,9,1,0,0,1,1,0,0,1,1,0,220000
50,https://housing.com/rent/18665083-985-sqft-1-bhk-apartment-on-rent-in-mulund-east-mumbai,985,388,1,Unfurnished,"Om Sai Govind Prakash SRA CHS Ltd, Mahakali Nagar, Mulund East, Mumbai",2,0,East,1,1,0,0,1,1,0,0,9,19,23,Family  Company,1,0,3,1,1,1,0,1,0,1,1,30000
51,https://housing.com/rent/18494474-1350-sqft-3.5-bhk-apartment-on-rent-in-kandivali-east-mumbai,1350,1121,3.5,Semi Furnished,"Lodha Woods, Lokhandwala Township, Kandivali East, Mumbai",3,2,North,1,1,1,1,1,1,1,1,43,25,39,Family  Company,0,2,0,1,1,0,0,0,1,1,0,75000
52,https://housing.com/rent/18693423-385-sqft-1-bhk-apartment-on-rent-in-bhandup-west-mumbai,385,384,1,Unfurnished,"Marathon NeoHomes NeoSkies by Marathon Realty , Anand Nagar, Bhandup West, Mumbai",2,0,West,0,1,0,1,1,1,1,1,19,3,22,Family,1,0,1,1,1,0,0,0,0,1,1,21000
53,https://housing.com/rent/18609319-440-sqft-1-bhk-apartment-on-rent-in-vasai-east-mumbai,440,367,1,Semi Furnished,"Nicon Infinity, Golani Naka, Vasai East, Vasai",1,2,North-East,0,0,0,0,1,0,0,0,21,6,14,Family  Bachelor,4,0,1,1,1,0,0,0,0,1,1,12500
54,https://housing.com/rent/18675801-500-sqft-1-bhk-apartment-on-rent-in-mira-road-east-mumbai,500,350,1,Unfurnished,"Seven Eleven Apna Ghar Phase II Plot B, Kashimira, Mira Road East, Mumbai",1,2,North-West,0,0,0,0,1,1,1,1,15,1,16,Family,3,1,0,1,1,1,0,1,1,1,0,18000
55,https://housing.com/rent/18658300-1660-sqft-3-bhk-apartment-on-rent-in-goregaon-east-mumbai,1660,1400,3,Unfurnished,"Royal Palms Crystal Isle Apartment, Aarey Colony, Goregaon East, Mumbai",3,1,East,0,1,1,1,0,1,1,1,9,4,8,Family  Bachelor  Company,12,0,2,1,1,0,0,0,1,1,0,45000
56,https://housing.com/rent/18304364-1100-sqft-2-bhk-apartment-on-rent-in-andheri-east-mumbai,1100,765,2,Unfurnished,"Greenwood Apartment, Gundavali, Andheri East, Mumbai",2,1,East,0,1,1,1,1,1,1,1,11,6,9,Family  Bachelor,15,1,0,0,1,0,0,0,1,1,0,69000
57,https://housing.com/rent/18434007-960-sqft-2-bhk-apartment-on-rent-in-virar-west-mumbai,960,665,2,Semi Furnished,"Agashi, Virar West, Mumbai",1,0,East,1,0,0,0,0,1,1,0,0,4,7,Family,12,0,0,1,1,0,0,0,0,1,1,18000
58,https://housing.com/rent/18464994-428-sqft-1-bhk-apartment-on-rent-in-kandivali-east-mumbai,428,427,1,Unfurnished,"Godrej Nest, Kandivali East, Mumbai",2,0,East,0,1,1,1,1,0,1,1,28,27,40,Family  Bachelor  Company,0,1,0,1,1,0,0,0,1,1,0,35000
59,https://housing.com/rent/18464937-606-sqft-2-bhk-apartment-on-rent-in-kandivali-east-mumbai,606,605,2,Unfurnished,"Godrej Nest, Kandivali East, Mumbai",2,0,East,0,1,1,1,1,1,1,1,28,15,40,Family  Bachelor  Company,0,1,0,1,1,0,0,0,1,1,0,43000
60,https://housing.com/rent/18425115-940-sqft-2-bhk-apartment-on-rent-in-virar-west-mumbai,940,650,2,Semi Furnished,"Solaris virar west, Agashi, Virar West, Mumbai",1,3,East,1,1,0,0,1,1,1,0,2,8,15,Family  Bachelor  Company,4,1,1,1,1,0,0,0,0,1,1,10000
61,https://housing.com/rent/18686675-750-sqft-2-bhk-apartment-on-rent-in-vikhroli-east-mumbai,750,670,2,Semi Furnished,"Swastik Tulip, Kannamwar Nagar II, Vikhroli East, Mumbai",2,0,,1,0,0,1,1,1,1,1,12,15,22,Family,0,1,1,1,1,1,0,0,1,1,0,50000
62,https://housing.com/rent/18692405-500-sqft-1-bhk-apartment-on-rent-in-virar-west-mumbai,500,305,1,Semi Furnished,"JSB Sai Nakshatra Trrident, Virar West, Mumbai",1,1,South,0,0,0,0,0,1,1,0,12,2,22,Family,1,1,1,1,1,0,0,0,0,1,1,9500
63,https://housing.com/rent/18640985-650-sqft-1-bhk-apartment-on-rent-in-virar-west-mumbai,650,497,1,Unfurnished,"Sridutt Garden Avenue K, Agashi, Virar West, Mumbai",1,2,South,0,0,0,1,0,1,1,0,1,5,14,Family,8,0,0,1,1,0,0,0,0,1,1,11000
64,https://housing.com/rent/18708796-985-sqft-2-bhk-apartment-on-rent-in-powai-mumbai,985,645,2,Semi Furnished,"L And T Emerald Isle, Chandivali, Powai, Mumbai",2,0,North-East,1,1,1,1,1,1,1,1,43,24,24,Family,6,1,0,1,1,0,0,0,1,1,0,78000
65,https://housing.com/rent/18684657-1350-sqft-2-bhk-apartment-on-rent-in-vikhroli-east-mumbai,1350,933,2,Semi Furnished,"Godrej Platinum, Hariyali, Vikhroli East, Mumbai",2,0,West,1,1,1,1,1,1,1,1,22,3,28,Family  Company,2,1,0,1,1,0,0,1,1,1,0,105000
66,https://housing.com/rent/16876124-718-sqft-2-bhk-apartment-on-rent-in-powai-mumbai-v2,718,700,2,Unfurnished,"Shiv Om Tower, Chandivali, Powai, Mumbai",2,0,North-East,0,0,1,0,0,0,0,0,8,5,6,Family  Bachelor,13,0,0,1,1,0,0,0,1,1,0,49000
67,https://housing.com/rent/18677238-1100-sqft-2-bhk-apartment-on-rent-in-chembur-mumbai,1100,834,2,Semi Furnished,"Zynergy, Lal Dongar, Chembur, Mumbai",2,0,South,0,1,0,1,1,1,1,1,19,10,20,Family  Bachelor  Company,0,1,1,1,1,1,0,0,0,1,1,85000
68,https://housing.com/rent/15810309-705-sqft-2-bhk-apartment-on-rent-in-dahisar-east-mumbai-v2,705,575,2,Fully Furnished,"Lodha Casa Essenza, Pandurang Wadi, Dahisar East, Mira Bhayandar",2,1,,1,1,1,1,1,1,1,1,25,3,16,Family,9,1,0,1,1,0,0,0,1,1,0,29000
69,https://housing.com/rent/18666168-1800-sqft-4-bhk-apartment-on-rent-in-bandra-east-mumbai,1800,1780,4,Semi Furnished,"Adani Ten BKC, Kala Nagar, Bandra East, Mumbai",4,0,West,1,1,1,1,1,1,1,1,37,25,29,Family  Bachelor  Company,1,3,0,1,1,0,0,0,0,1,1,290000
70,https://housing.com/rent/18190303-1250-sqft-2-bhk-apartment-on-rent-in-worli-mumbai,1250,1150,2,Fully Furnished,"Lokhandwala Residency, Upper Worli, Worli, Mumbai",2,2,East,1,1,1,1,1,1,1,1,16,12,28,Family  Bachelor  Company,13,2,2,1,1,0,0,0,0,1,1,130000
71,https://housing.com/rent/18650487-823-sqft-3-bhk-apartment-on-rent-in-powai-mumbai,823,785,3,Semi Furnished,"Hiranandani Highland A B C D And E Wing, MHADA Colony 20, Powai, Mumbai",3,1,North-East,1,1,1,1,1,1,1,1,15,14,23,Family  Bachelor  Company,84,2,0,1,1,0,0,0,1,1,0,110000
72,https://housing.com/rent/18644158-600-sqft-2-bhk-apartment-on-rent-in-chembur-mumbai,600,581,2,Unfurnished,"Veena Serene Residential, Sahakar Nagar, Chembur, Mumbai",2,0,,0,0,0,0,0,0,0,0,2,14,16,Family  Bachelor  Company,2,0,1,1,1,0,0,0,0,1,1,60000
73,https://housing.com/rent/18623779-2350-sqft-3-bhk-apartment-on-rent-in-parel-mumbai,2350,1915,3,Semi Furnished,"L And T Crescent Bay, Shivaji Nagar, Parel, Mumbai",3,1,North-East,1,1,1,1,1,1,1,1,59,42,60,Family  Company,2,2,0,1,1,0,0,0,0,1,1,255000
74,https://housing.com/rent/18625171-750-sqft-2-bhk-apartment-on-rent-in-dadar-west-mumbai,750,730,2,Semi Furnished,"Sugee laxmi Niwas, Kasaravadi, Dadar West, Mumbai",2,0,North,1,0,0,0,1,0,0,0,0,16,21,Family,5,2,0,1,1,0,1,0,0,1,1,130000
75,https://housing.com/rent/18242409-800-sqft-2-bhk-apartment-on-rent-in-dadar-west-mumbai,800,730,2,Semi Furnished,"SHIVAJI PARK, Kasaravadi, Dadar West, Mumbai",2,1,East,1,0,0,0,1,1,0,0,0,15,21,Family  Company,1,1,0,1,1,0,1,0,0,1,1,140000
76,https://housing.com/rent/16439026-960-sqft-3-bhk-apartment-on-rent-in-mulund-west-mumbai,960,959,3,Fully Furnished,"Nirmal City Of Joy, Ashok Nagar, Mulund West, Mumbai",3,0,East,1,1,1,1,1,1,1,1,12,11,27,Family,10,0,0,1,1,1,1,1,0,1,1,60000
77,https://housing.com/rent/18681644-1050-sqft-2-bhk-apartment-on-rent-in-mira-road-east-mumbai,1050,750,2,Semi Furnished,"Lodha Aqua, Pandurang Wadi, Mira Road East, Mira Bhayandar",2,2,North,1,1,1,1,1,1,1,1,57,14,19,Family  Company,11,1,1,1,1,0,1,0,1,1,0,36000
78,https://housing.com/rent/18410040-655-sqft-1-bhk-apartment-on-rent-in-virar-west-mumbai,655,372,1,Semi Furnished,"Poonam Vista, Virar West, Mumbai",1,2,East,1,1,0,0,1,1,1,1,18,10,23,Family  Bachelor  Company,1,1,1,1,1,0,0,0,0,1,1,12000
79,https://housing.com/rent/18697831-984-sqft-2-bhk-apartment-on-rent-in-santacruz-east-mumbai,984,800,2,Fully Furnished,"Rizvi East Street, Vakola, Santacruz East, Mumbai",2,3,West,1,1,1,1,1,1,1,0,3,10,13,Family  Bachelor  Company,12,1,0,1,1,0,0,0,0,1,1,100000
80,https://housing.com/rent/18699872-777-sqft-2-bhk-apartment-on-rent-in-powai-mumbai,777,771,2,Semi Furnished,"Hiranandani Atlantis C Wing, Hiranandani Gardens, Powai, Mumbai",2,0,North-East,1,1,1,1,1,1,1,1,27,15,24,Family  Bachelor  Company,5,1,0,1,1,1,0,0,1,1,0,95000
81,https://housing.com/rent/18698428-700-sqft-2-bhk-apartment-on-rent-in-ghatkopar-east-mumbai,700,585,2,Semi Furnished,"HS Samarpan, Pant Nagar, Ghatkopar East, Mumbai",2,0,,1,1,0,1,1,1,1,1,25,8,17,Family,1,0,0,0,1,0,0,0,1,1,0,50000
82,https://housing.com/rent/18697979-680-sqft-2-bhk-apartment-on-rent-in-ghatkopar-east-mumbai,680,650,2,Semi Furnished,"Kesar Scion, Pant Nagar, Ghatkopar East, Mumbai",2,0,,1,1,0,1,1,1,1,1,25,2,16,Family,4,1,0,0,1,1,0,0,1,1,0,58000
83,https://housing.com/rent/18699196-621-sqft-2-bhk-apartment-on-rent-in-powai-mumbai,621,620,2,Semi Furnished,"Hiranandani Highland A B C D And E Wing, MHADA Colony 20, Powai, Mumbai",2,1,North-East,1,1,1,1,1,1,1,1,15,11,23,Family  Bachelor  Company,1,1,0,1,1,0,0,0,1,1,0,75000
84,https://housing.com/rent/18675739-1200-sqft-2-bhk-apartment-on-rent-in-dadar-west-mumbai,1200,1040,2,Semi Furnished,"Chandrakant Dhuru Wadi, Dadar West, Mumbai",2,0,East,0,1,0,0,1,0,0,0,0,19,22,Family  Bachelor  Company,0,1,0,1,1,0,0,0,0,1,1,175000
85,https://housing.com/rent/18468369-550-sqft-1-bhk-apartment-on-rent-in-dadar-west-mumbai,550,475,1,Semi Furnished,"Priyadarshini Society, Dadar West, Mumbai",2,0,East,1,1,0,1,1,1,1,0,4,16,24,Family  Bachelor  Company,2,1,1,1,1,0,0,0,0,1,1,60000
86,https://housing.com/rent/18473803-876-sqft-2-bhk-apartment-on-rent-in-goregaon-west-mumbai,876,500,2,Semi Furnished,"goregon bangurnager w, Tilak Nagar, Goregaon West, Mumbai",2,1,,1,0,1,0,1,1,1,1,0,6,24,Family  Bachelor  Company,1,0,1,0,1,0,0,0,1,1,0,60000
